text,category
"@Micky_Wenngatz Der biedermann. Treffender name.
Aber bei einer #sogAfD veranstaltung am.stachus hat er sich als unermüdlichen kämpfer gegen die umvolkung vorstellen lassen.

#fightracism #fightnationalism",0
"""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns https://t.co/C69RwLA1nx via @YouTube",1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
@_12_pm @SPIEGELONLINE Umvolkung gar keine schlechte Idee.,0
"@Erika_Muller123 @JohnCRichter @JMuellerToewe Viele sassen im 3. Reich im KZ, verurteilt als “ausländerfreundlich”! Und Lügenpresse ist ein NSDAP-Begriff, wie viele andre AfD Sprüche (Umvolkung etc). 
Die AfD ist eine Partei in der Nachfolge der NSDAP - und das ist gewollt. Aber keiner will es zugeben. Schämt ihr euch? https://t.co/81rfBtuCI6",0
"@example_1000 @welt Na bitte, geht doch! Nachdem PM #Morawiecki die Schleusen zur #Umvolkung Polens inzw. de facto geöffnet hat, entläßt #Merkel|s Regierungsbulletin #Welt, sein Land 🇵🇱, aus der  Populisten-Quarantäne! #ZłaZmiana #CofamPoparciePiS",1
"@UlrikeDesi @pepper46477330 @Rotpille Ja, wenn man sich so durchliest was unsere geliebten„Biodeutschen“ so absondern, kann die „Umvolkung“ gar nicht früh genug kommen. Ich bin so unglaublich beschämt, wie egoistisch, faul und ignorant große Teile meiner Mitmenschen sind.",0
"Die „Lifeline“, der „Schlepperkönig“ und das „Team Umvolkung“ – Kapitän Reisch sammelt Geld für weitere Reisen
https://t.co/2fsAuGwKJ1",1
"NEW VIDEO by Martin Sellner (German):
""Team Umvolkung?"" Schlepper-NGOs lassen die Maske fallen
https://t.co/vXJ54RZsB8",1
"@PetrBystronAfD @Nicole_Hoechst @MiRo_SPD Bis die Mehrheit der Deutschen kapiert hat, was da gerade läuft, ist DE verloren, weil die Umvolkung dann nicht mehr rückgängig gemacht werden kann. Scholl-Latour: Wer halb Kalkutta aufnimmt, rettet es nicht, sondern wird selbst zu Kalkutta!",1
"Zufall ist, wenn CSU &amp; AfD auf die gleiche Idee kommen und auch noch das gleiche Plakatmotiv benutzen. via @grenzgaengefoto https://t.co/nkoKX2ZDZA #wahlplakatefromhell #ltwby #LtwBayern https://t.co/Au9n0m41LI",0
"@Hartes_Geld Man müsste glauben, dass #Merkel u. so manch andere @EU-Politiker den Verstand verloren haben. Dahinter steckt aber ein perfider Plan, der die #Islamisierung u. eine #Umvolkung zur Folge hat.",1
"@johannajaufer @LukasSustala @MagratheanTimes @KHimpele @ASzigetvari @HO2604 Ja. Sehr lustig. Und das mit den mafiösen Strukturen ist sowieso kein Problem. Wir haben ja die institutionelle Mafia in #EU #Bruxelles, die minutiös an der Umvolkung renitenter ungehorsamer Bevölkerungsschichten arbeitet. 😋",1
"@CSU CSU finanziert Linksextremisten! Denn Völkermord durch Umvolkung ist ihr Ziel! Dafür braucht sie die ""Antifa"" als Schlägertruppe und Stasi. Es geht gar nicht darum, Migranten zu integrieren. Das ist nicht Ziel der CSU. Saudis bezahlen für Schariastaat DE!
https://t.co/FfZEJbphcD",1
"Wie stellen sich die #Parteilemminge in der #EU ihre Zukunft vor? Arbeiten für #Asylanten #Umvolkung #Islamisierung und am Ende, wenn es noch nicht zu spät ist, #Bürgerkrieg? Noch kann man es mit einem X am Stimmzettel biegen, aber lange nicht mehr.",1
"@Mic_T_Ben @CSU Ja, schaut mal nach Brüssel. CSU für jede Schweinerei zu haben! Da ist von Seehofers Getöse nichts zu merken. CSU voll für  Masseneinwanderung/Umvolkung/Völkermord. Verfassungsfeindliche Partei!",1
Das wirkt so als wäre das Wort „Umvolkung“ noch eine Verharmlosung. Da geht es tatsächlich eher um Völkermord!,1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns https://t.co/esnbwQOlub via @YouTube",1
Schlepperkönig Team Umvolkung https://t.co/JFsxiq2PJT,1
"@HortusC @stefanolix @behro4 @teite99 @Wirtschaftswurm @SvenBuchholz4 @RobertB91097898 @drbrandner @ecclesiadei1 @pumpenschwengel @LMirako @S_Longus @heinrichwiechm1 @Luicifer6 Viele NGO-Schiffe als Schlepper &amp; organisierte Shuttles für illegalen Eintritt in die EU kritisiert, einzig unterstützt von Org. wie Amnesty, Proactiva, UNHCR.
Kaum ein Staat will Registrierung u. Flagge für so ein System geben.
Warum verwendet Lifeline jetzt Vokabel 'Umvolkung'? https://t.co/nOYNZqZJWy",1
"Ich mag das @YouTube-Video: https://t.co/5VUqQ82iOP ""Umvolkung"": Schafft Deutschland sich ab? | MrWissen2go EXKLUSIV",0
"Die Zahl der Straftaten in Hessen ist auf den niedrigsten Stand seit 1980 gefallen. Subjektiv haben die Menschen allerdings eher mehr als weniger Angst. Die Gründe dafür sind psychologisch, sagt Bliesener.

Was tun?  ➡️ https://t.co/YYTgsnQlrU

#Sicherheit #hrWahl #ltwhe18 https://t.co/6bUm0HiWZ2",0
"@NordischbyNatur @FrReschke Und was ist mit denen, die meinen mit diesen Menschen würde es zu einer ""Umvolkung"" kommen ... wie soll das denn gehen? 
Wenn, dann erhöhen Sie den Durchschnitt der Menschen mit Migrationshintergrund der hier lebenden Bevölkerung. Wenn kleinlich, dann bitte auf beiden Seiten.",0
"@Martin_Sellner Genetischer Abfall im Team Umvolkung, what‘s the news? Würde ich so aussehen wie @ClausReisch, hätte die Vorstellung meine Existenz auszulöschen freilich etwas erquickendes.",0
@Jan_Nolte_AfD @KaramalleMalle “planmäßige“ migration? was sagt die drecks linksradikale @cducsubt dazu? wieso macht ihr drecks #volksverräter diese #Umvolkung mit?,1
Wer rettet Europa nun eher vor der islamischen Umvolkung? Merkel oder Salvini? ... https://t.co/0byC6JUwFG,0
"Captain of Lifeline and human trafficker is selling ""funny"" shirts about being the ""Traffickers king"" and ""Team peoples replacement"".
https://t.co/7F4DnApUOI https://t.co/ExewxxnEoU",0
"""Team Umvolkung?"" Die Masken sind gefallen. NGOs +Schlepper geben Auftrag zu! https://t.co/o3Y4nWmaRJ via @YouTube",1
"""Auch im Bundestag war das Thema „Lifeline“ ein ganz heißes: Am 27. Juni sprach der Linken-MdB Michel Brandt... https://t.co/dyErH0jCRE",0
"Ist in Malta nicht ein Gerichtsverfahren anhängig?
Er sollte die Füße stillhalten...... DIE MACHEN KURZEN PROZESS AUF MALTA MIT IHM👍😎 https://t.co/m0ACRLbaP0",1
Hat irgendwer das UN Dokument zur Umvolkung aus dem Jahr 2001?,1
"Wer das Wort ""Umvolkung"" auf Twitter benutzt endet wahrscheinlich mit einem Bann aber solche Typen werden gefeiert?
Warum gibt man solchen Leuten überhaupt eine Plattform?
Dummheit scheint ein Mangnet für Gleichgeartete zu sein? https://t.co/1xExmkfsNw",0
"https://t.co/LEQkIljbBX Regierungsgeschenke! Ps: das sind KURDEN, keine 🇱🇧! #Merkelmussweg #MerkelToHell #MachtDieGrenzenDicht #Umvolkung #RemigrationJETZT #MeToo #MeTwo #RefugeesNotWelcome
#SPD #CDU #CSU #FDP #Gruene #Linke @spdde @CDU @fdp @Die_Gruenen @dieLinke ALTPARTEIENMÜLL",1
"https://t.co/pmv0ZfgJ9c… Niet alleen 'van plan zijn': DOEN! Wij, het volk, zijn #KLAAR met de Umvolkung van Europa. https://t.co/pmv0ZfgJ9c",0
"Die ""Lifeline"", der ""Schlepperkönig"" und das ""Team Umvolkung"" - Kapitän Reisch sammelt Geld für weitere Reisen https://t.co/T3SJmTzFah 
Die Katze ist aus dem Sack...vonwegen Seenotrettung",1
"""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns https://t.co/adawpdw0yv via @YouTube
wieder ein super Video von Martin Sellner!",1
„Team Umvolkung?“ Das T-Shirt des Schlepperkapitäns https://t.co/YQWx4nmmcI via @jouwatch,1
"""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns https://t.co/uj5dxT4Gyc via @YouTube",1
"I liked a @YouTube video https://t.co/5M1XcibmZ0 ""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns",0
"Claus-Petr Reish (#ONG #Lifeline) su t-shirt pagata con soldi donatori riporta #UMVOLKUNG, termine oggi utilizzato da organizzazioni tedesche di estrema destra e da persone che si identificano con l'ideologia nazista e i suoi aspetti, come il NPD o il Jungen Nationalen. https://t.co/P8QxLHoR4Y",0
"+++Dänemark zeigt, wie verantwortungsbewusste #Flüchtlingspolitik aussehen muss!+++
Sie richtet sich nach der Leistungsfähigkeit des Aufnahmelandes und funktioniert nicht nach dem unverantwortlichen #Merkel-Motto: „Nun sind sie halt da“. #AfD https://t.co/bCxpIN22p2 https://t.co/gOMYRwsjSP",0
"@BYTECodingDE @faznet #Gauland darf seine demokratischen Rechte bereits im BT wahrnehmen. Die @faznet räumt jemandem Platz ein,  der die NS Zeit als #Vogelschiss bezeichnet, die Deutsche Rasse beschwört, die Umvolkung propagiert, Boateng nicht als Nachbar will.
Damit disqualifiziert sie sich selbst.",0
"""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns https://t.co/T0IMZtiW9j via @YouTube",1
#Umvolkung #Migration #Schlepper #Remigration https://t.co/dyuJj92MwF,1
"@UnserKosmos @A3803 @Kachelmann So ein Unsinn. Natürlich gibt es wesentlich mehr rechte VTler. Nicht nur bei Flacherde und chemtrails, auch bei Themen wie Umvolkung, HAARP und Medien. Das war schon immer so und darauf baut deren geschlossenes Weltbild auf.",0
"@Rad_affe @pip_news Während er auf dem Mittelmeer herumschippert und als #Seenotrettung bezeichnete #Schlepperdienste für illegale #Migranten anbietet, sollte man #KingAbode bei ihm zu Hause einquartieren.
Seine Frau kann dann mit #KingAbode die #Umvolkung durchdeklinieren. 
https://t.co/TAL1CY0Lut",1
"@welt Der Bundestag kostet 2019 etwa 1 Mrd. €. Leistung gleich Null. Verschwendermentalität. Nur die ""#Umvolkung"" im Kopf. Dann Entrechtung durch Global Compact oft Migration!! Die verscherbeln die BRD ohne rot zu werden
Brüssel EU und UN scheinen ""Totengräber"" zu sein",1
Jawoll! Macht‘s wieda richtige bayerische Buam und Madln statt dera Umvolkung durch Preissn! https://t.co/ypSwkentmV,0
"@LeopoldoMones @Martin_Sellner @lucakerbl Natürlich ändern sich die Behaftungen von Wörtern. Und 'Umvolkung' ist verm. wirklich zu verbrannt, um es je ernsthaft wieder zu gebrauchen.

Darum ging's aber nicht, sondern darum, dass für manche Linke alles bis Autobahn, zumindest aber ""konzentriert"" gleich 'Nazisprech' ist.",0
@webaxvita Genau! Um das gehts! Umvolkung!,1
"Umvolkung my ass: The German people have no unique genetic heritage to protect. They—and all other Europeans—are a mishmash, the result of migrations. Almost all indigenous Europeans descend from 3 major migrations, including two from the Middle East.  https://t.co/H16z4RLQGB",0
"@fred_zwitschert @neos_eu Wer der Auffassung ist, dass ""Umvolkung"" ein erfundener, rechtsextremer Kampfbegriff ist, den verweise ich auf den term ""replacement migration"", so wie er auf der offiziellen UN-Webseite steht:

https://t.co/szPjdrlFYG",1
"@MichaelaGrasser @SEENOTRETTUNG Still speaking about 'Umvolkung'... You're locked in your Nazi past and can't get over it.
Let me add, if you GERMANS had a NAZI past and are still dealing&amp;struggling with it... well it's not the other Europeans' FAULT.",0
"@mistergeopol @HeikoMaas Sehen Sie.... ""Umvolkung"" ist ein Nazi - Begriff. Ist Ihnen Das bewusst?",0
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns https://t.co/IJHuj8bMRV via @YouTube",1
"Beim Friseur wird gerade schon wieder Nazisprech reproduziert. Mit „ich hab ja nix gegen Ausländer, aber...“ und Umvolkung und „die vermehren sich wie die Karnickel“ etc. 

Ruhig bleiben...*grml*

(*Hint: Die Frau, die ihm gerade die Haare  schneidet stammt aus Russland... m()",0
@RegSprecher @sebastianpinera Sowie eine Hacienda nach der herbeigeführten Flüchtlingskrise und Umvolkung.,0
"Die #Höchst schwadroniert mal wieder von #Umvolkung-dieser #inhumane #Hetzerhaufen wird von uns allen subventioniert- das ist nicht auszuhalten!
#Bundestag
#SAfdwürgt!",0
"Wenn Deutsche zur Minderheit im eigen Land gemacht werden, wenn die Rechte der Fremden über den Eigenen stehen,.....wie nennt man das dann  -  UMVOLKUNG⁉ https://t.co/fTentFgTbL",1
"Lindner benutzt jetzt auch schon das Wort ""Gutmensch"" in negativem Kontext und übernimmt Sprache rechter Ideologie.
Was kommt als Nächstes?
In Talkshows von drohender Umvolkung sprechen?",0
⬆️@ManfredRekowski @HeikoMaas @AuswaertigesAmt @GoeringEckardt @cem_oezdemir @RobertHabeck @c_lindner @DietmarBartsch @SWagenknecht @GregorGysi @katjakipping @HildeMattheis @Gruen_WGuenther @luna_le @CarenLay @SMIsachsen @katjadoerner @Ranyah @ToniHofreiter @Rafanelli,0
"Wenn man nicht weiß, ob Troll oder Ernst, auf Profil gehen, hab ich mal gemacht:
-Germanen werten sich gegen Invasoren und bezog es auf heute
-Merkels Umvolkung
-Chamtrails und kein Klimawandel
Für diesen Menschen gibt es keine Hoffnung mehr",0
"Ich mag das @YouTube-Video: https://t.co/kMJAatSOQq ""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns",1
"@ShakRiet Paradoxerweise wird die aktuelle #Umvolkung|spolitik, mit ziemlicher Sicherheit in max. 10J. zum #Showdown führen, wie dieser Bahnsteig danach aussehen wird - ist noch nicht raus....🤐",0
"@JBufler @MoNi_24680 @csu_lt @CSU CSU finanziert die Linksextremen mit. Denn sie werden als Schlägertruppe für die Umvolkung (nach UN ist das Völkermord) gebraucht. Sie können also beruhigt sein, die CSU ist mit Ihnen!",1
"Auf dem von ARD und ZDF finanzierten Youtube-Kanal ""Disslike“ erklärt Sarah Wagenknecht, dieLinke finanziere nicht die militante #Antifa Bewegung. Dabei überwies sie selbst jahrelang Geld an Linksautonome. 🏴 #FakeNews #GEZ
https://t.co/kPkeU9dtV7
https://t.co/ihuPnI2vuV https://t.co/Z1lEdIQUyR",0
"Mimimi nun wird geheult. Aber wie viele Milliarden diese unnötige EU schon verschlungen hat oder uns die Umvolkung kostet, wird verschwiegen.

Trump kostet die Deutschen 50 Milliarden Euro

https://t.co/h1womRGY1E

--
Empfohlen von WELT News für Android
https://t.co/1Ge4v8ZlFa",1
"BRD Parteien und BRD Medien arbeiten mit der NWO (Neue Weltordnung von  Rothschild, Soros, Kissinger, Warburg, Bush, Vatikan, Israel, usw.) 
#NaziBRD #Reichsbürger #BRD #Deutschland #Parteien #VV #ddbradio
#Wahlen #Polizei #Bundeswehr #AFD #Versklavung #Politik  #Umvolkung https://t.co/Fe0xzo6fQ0",1
"#GreatReplacement 
#Umvolkung 
#Omvolking https://t.co/cq3Y5JyzRb",1
"Prof. Patzelt eben bei #Bildlive auf Frage nach Ursache für rechten Terror: „Es bleibt nicht folgenlos, wenn man die Zusammensetzung eines Landes verändert“ - soll heißen: Merkels Flüchtlingspolitik sei Schuld am Terror. Perfide! #Chemnitz #Rechtsterrorismus https://t.co/zvUC8CevH0",0
#Migrationspakt #Umvolkung #DasGrosseErwachen #TheGreatAwakening #ZukunftEuropa #FutureOfEurope https://t.co/SnFrtnA2mV,1
"Das sag’ ich schon die ganze Zeit: Wer weiß, ob perfide Möchte-Gern-Politiker nicht schon in der Türkei heimlich Lager bauen lassen, für die vernünftig gebliebenen Bürger, die diese komische Umvolkung NICHT mitmachen! Man kann uns nicht zwingen, jeden Quatsch mitzumachen!👈Basta! https://t.co/P8sUrAS4Yy",1
"""In den vergangenen machten gleich zwei Neuigkeiten rund um die umstrittene Nichtregierungsorganisation (NGO) „Mission Lifeline” die Runde. Einerseits dreht es sich um ein... https://t.co/9Jo8dBJHXW",0
Antwort an MrWissen2go. Thema: Umvolkung. Der Westen schafft sich ab! (T... https://t.co/4uP3yWFx62 via @YouTube,1
"Volkstod, Messermänner und Umvolkung sind keine Argumente. https://t.co/OZsd3AmAbB",0
"@Nicolaus_Fest Das Wort Umvolkung mag ich nicht, trifft aber zu, ich glaube das ist von langer Hand
geplant, in erster Linie Deutschland und Europa mit Islamisten zu überschwemmen,
Rotschild-Rockefeller-Soros und einige andere lassen grüßen, Merkel &amp; Co sind nur
deren Handlanger",1
"""Team Umvolkung?"" Die Masken sind gefallen. NGOs +Schlepper geben Auftrag zu! https://t.co/Ut63e3LGJW  via @YouTube Wie krank ist das denn? #teamumvolkung",1
"@lockereschraube Bei ""Umvolkung"" hab ich beschleunigten Kontakt mit der Tischplatte gehabt...",0
"Die ""Lifeline"", der ""Schlepperkönig"" und das ""Team Umvolkung"" - Kapitän Reisch sammelt Geld für weitere Reisen https://t.co/K7gPHJ6mZG via @China_Welt_News",1
@Connybub Keine Umvolkung heheh nöö ...ruhig bleiben alles is gut ….wir sind verloren,0
"@HansZimmer5000 @ReimEgon 1+1=Genozid

Sowas weiss man doch, wenn man jeden morgen einen halben Liter Lack zum Frühstück säuft.

Ich hoffe, das geht schön schnell mit der Umvolkung. Kein Bock mehr auf weisse Europäer. Die sind ja ständig nur am rumjammern.",0
"@SZ Wer keinen Flughafen bauen kann, schafft auch  keine Umvolkung und keine Islamisierung des Abendlandes. Nicht einmal auf Soros ist Verlass...",0
"Ich mag das @YouTube-Video: https://t.co/ukJLVeQFEc ""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns",1
"@WuceBrain @fkislich @ErStaatlich @ClausReisch Das ist nur dann nicht lustig, wenn man an Verschwörungstheorien glaubt und die „Umvolkung“ für eine Bedrohung hält.",0
Entrevista al socialista del mes. https://t.co/i988hDMJYy,0
"@Eschentharrn @Martin_Sellner @lucakerbl Nein. Es ging explizit um das Wort Umvolkung, welches selbst du als verbrannt bezeichnest. Nennt sich auch Strohmann. Etwas zu behaupten von dem hier nicht die Rede war.",0
"@AfD_Bayern Doch, die haben einen Kern:
Pädophilie, Einschränkung der Mobilität, Umvolkung",1
"@welt Ihr Menschen-Import für die Umvolkung Herr Minister, ihre „Flüchtlinge“, die einem ja nichts weg nehmen und Terroristen, die sind schon ja schon gar nicht unter den Flüchtlingen, gelle!",0
"Der ""Globale Pakt für Migration"": Praktisch alle Migration-Hürden sollen fallen; GroKo schon dabei. Wir haben den Text übersetzt und diese skandalöse Politik analysiert. https://t.co/vK3keJ5rtl",1
"""Team Umvolkung?"" Das T-Shirt des Schlepperkapitäns https://t.co/Av2zKn7B4U�ns",1
#FFD365 Deutscher Vorsitz bei der Umvolkung – Das Bundesinnenministerium - https://t.co/LSjTddiQk0,1
"Volkspfosten, Umvolkung, #Volkstod https://t.co/6VBrxw1vt7",1
"@lepanto2017 @_A_K_K_ @davidermes Umvolkung? Komm aus deiner Blase raus, setz den aluhut ab und fang mal an zu denken",0
@Leif_Erik_Holm Umvolkung,0
Schlepperkönig Team Umvolkung https://t.co/UobHtM8CVO via @VOLKSBETRUG,1
Und so sieht es von hinten aus. ➡️ https://t.co/ZYp25VoHMJ https://t.co/pd0IsNQwhh,0
